atlas_block,priority,state
44073A7CE,yes,New York
44074H5NE,no,New York
43075A5SW,no,New York
42078A1SE,no,New York
42075F3CW,no,New York
43078A4NE,no,New York
42078A1SW,no,New York
43078A4NW,yes,New York
42073F8NW,yes,New York
43078D3SW,no,New York
42077A7NW,yes,New York
44073C6CW,no,New York
43075C8NE,no,New York
42077A7NE,no,New York
43075C8NW,yes,New York
42075F3CE,yes,New York
42078G8SE,no,New York
41074B3CE,yes,New York
44074E4CE,yes,New York
40074E2NE,no,New York
42078A5SE,no,New York
43074C4CW,no,New York
40074E2NW,yes,New York
44074E4CW,no,New York
43074C4CE,yes,New York
42078A5SW,no,New York
42076E5CW,no,New York
42078C2CE,yes,New York
42078C2CW,no,New York
42076E5CE,yes,New York
42078C8CW,no,New York
42078C8CE,yes,New York
42075H6NW,yes,New York
44074C6NE,no,New York
42075E4NE,no,New York
42075H6NE,no,New York
44074C6NW,yes,New York
42075E4NW,yes,New York
41074D1SW,no,New York
42078G5SE,no,New York
44075G4SE,no,New York
42078G5SW,no,New York
41074D1SE,no,New York
43078A8SW,no,New York
44073E7SE,no,New York
44074B4CW,no,New York
42074H1CE,yes,New York
41074H4CE,yes,New York
44073C3SW,no,New York
42075D2NW,yes,New York
43075B8SW,no,New York
44073E7SW,no,New York
43078A8SE,no,New York
42074H1CW,no,New York
41074H4CW,no,New York
44074B4CE,yes,New York
42075D2NE,no,New York
43075B8SE,no,New York
41073B8SE,no,New York
42074D5CE,yes,New York
42079B5SE,no,New York
43073A3NW,yes,New York
44073C4NW,yes,New York
42074A7NW,yes,New York
41073B8SW,no,New York
42074D5CW,no,New York
42079B5SW,no,New York
43073A3NE,no,New York
44073C4NE,no,New York
41073H5NE,no,New York
41073H5NW,yes,New York
43073A7SE,no,New York
41073B6NW,yes,New York
43073A7SW,no,New York
41073B6NE,no,New York
40073E8NW,yes,New York
43076A8NE,no,New York
43075C8SW,no,New York
42074A7NE,no,New York
43073A8CE,yes,New York
44073E8CE,yes,New York
40073E8NE,no,New York
43076A8NW,yes,New York
43075C8SE,no,New York
43073A8CW,no,New York
42073G4CW,no,New York
44074H1SW,no,New York
44074H1SE,no,New York
43076B8NW,yes,New York
42078A5NW,yes,New York
40073G1CE,yes,New York
42076B1SE,no,New York
43076B8NE,no,New York
42078A5NE,no,New York
42076B1SW,no,New York
40073G1CW,no,New York
42077E7SW,no,New York
43074G6SW,no,New York
44074H4CE,yes,New York
42077H5NW,yes,New York
42074B5CW,no,New York
42077H5NE,no,New York
43074G6SE,no,New York
42078G3SW,no,New York
43077B8SE,no,New York
42078G3SE,no,New York
43077B8SW,no,New York
43073D4SW,no,New York
44075B5CE,yes,New York
43073D4SE,no,New York
43078C6CE,yes,New York
44075B5CW,no,New York
43074F3NW,yes,New York
42073A4CW,no,New York
42079E1SE,no,New York
43074F3NE,no,New York
43078D1SW,no,New York
43074E3CE,yes,New York
43074F4NW,yes,New York
40072H5CW,no,New York
43074F4NE,no,New York
44076C1SW,no,New York
40072H5CE,no,New York
43078A8NE,no,New York
43078C6CW,no,New York
43078A8NW,yes,New York
42079B5NW,yes,New York
42076B6CW,no,New York
43074E3CW,no,New York
42079B5NE,no,New York
42076B6CE,yes,New York
42074B6SE,no,New York
44076B1NE,no,New York
42078G7CE,yes,New York
43074F1NE,no,New York
44075A6SW,no,New York
44073G4NE,no,New York
44076B1NW,yes,New York
43074F1NW,yes,New York
44075A6SE,no,New York
43074H4SE,no,New York
42075G5CE,yes,New York
42076E8NE,no,New York
43074H4SW,no,New York
42076E8NW,yes,New York
42075G5CW,no,New York
44073G3CW,no,New York
43076D6SE,no,New York
42077G2CE,yes,New York
42077G2CW,no,New York
43074H1SE,no,New York
43074H1SW,no,New York
43075D2SW,no,New York
43073B4SE,no,New York
43075D2SE,no,New York
43075H4NW,yes,New York
44074F3CE,yes,New York
42077G3SW,no,New York
42075E1CW,no,New York
44074F3CW,no,New York
42077G3SE,no,New York
42075E1CE,yes,New York
41077H5NE,no,New York
42075G7NE,no,New York
43074B1SE,no,New York
42073B6CE,yes,New York
42076H3CE,yes,New York
41077H5NW,no,New York
42075G7NW,yes,New York
42073B6CW,no,New York
43074B1SW,no,New York
42076H3CW,no,New York
43075F4CW,no,New York
41072B2SW,no,New York
43075H4NE,no,New York
43075F4CE,yes,New York
41074F2NE,no,New York
41074E5CW,no,New York
41074F2NW,yes,New York
41074E5CE,yes,New York
41074F1CE,yes,New York
42076E3SW,no,New York
42079B7CE,no,New York
41074F1CW,no,New York
42076E3SE,no,New York
43075B8NE,no,New York
42078E5NE,no,New York
42078B6CW,no,New York
42078E7SE,no,New York
42078D2CW,no,New York
42078B6CE,yes,New York
42078D2CE,yes,New York
42078E7SW,no,New York
44074B5SE,no,New York
42075B3CW,no,New York
44073E6NW,yes,New York
43075D8CE,yes,New York
44074B5SW,no,New York
42075B3CE,yes,New York
43075D8CW,no,New York
44073E6NE,no,New York
42076B7SW,no,New York
42076E8SW,no,New York
43073A7NW,yes,New York
42078E2CW,no,New York
42076E8SE,no,New York
42076B7SE,no,New York
43073A7NE,no,New York
42078E2CE,yes,New York
42077D6NE,no,New York
42076C1NE,no,New York
42077D6NW,yes,New York
40073F4CE,yes,New York
42077E8NE,no,New York
40073F4CW,no,New York
42077E8NW,yes,New York
43073E2SW,no,New York
43073B4NW,yes,New York
41071A8SW,no,New York
43073B4NE,no,New York
41071A8SE,no,New York
43075G7SE,no,New York
44073F7CE,yes,New York
42075F2CW,no,New York
42076D2SE,no,New York
44073F7CW,no,New York
42075F2CE,yes,New York
42076D2SW,no,New York
43073F7NE,no,New York
41074G8NE,no,New York
43078C1SE,no,New York
41074G8NW,yes,New York
43073F7NW,yes,New York
40073F3SE,no,New York
43077A8SE,no,New York
43077A8SW,no,New York
43078C4SE,no,New York
44074F4SW,no,New York
45073A8SE,no,New York
43078C1SW,no,New York
40073H1CE,yes,New York
40073H1CW,no,New York
43074D1CW,no,New York
43073D2CE,yes,New York
43074D1CE,yes,New York
43073D2CW,no,New York
43073D2CW,no,New York
44073E8CW,no,New York
43073C3SW,no,New York
43073C3SE,no,New York
43075B3CE,yes,New York
43075B7NE,no,New York
42075H5CE,yes,New York
45073A3SW,no,New York
43075B3CW,no,New York
42075H5CW,no,New York
44074A5NW,yes,New York
42078A6CE,yes,New York
41074H6CW,no,New York
40074F1NE,no,New York
44074A5NE,no,New York
42078A6CW,no,New York
41074H6CE,yes,New York
42076A6SW,no,New York
44076A3CE,yes,New York
43074A3CW,no,New York
43074H1NW,yes,New York
43075C6NW,yes,New York
42076A6SE,no,New York
44076A3CW,no,New York
43074A3CE,yes,New York
43075C6NE,no,New York
43074H1NE,no,New York
43074B6CW,no,New York
43075D2NE,no,New York
43075B7NW,yes,New York
43074B6CE,yes,New York
43075D2NW,yes,New York
42076D2NW,yes,New York
43076A3CE,yes,New York
41074E8SW,no,New York
42076D2NE,no,New York
41074E8SE,no,New York
43075E7CW,no,New York
44074A1NW,yes,New York
42073C4SE,no,New York
43075E1CE,yes,New York
41074B1CE,yes,New York
44074A1NE,no,New York
42073C4SW,no,New York
41074B1CW,no,New York
43075E1CW,no,New York
43073F4NW,yes,New York
43073F4NE,no,New York
43076A3CW,no,New York
44075E6NE,no,New York
41074B2SW,no,New York
42076C7NE,no,New York
42076E2CW,no,New York
42073G4CE,yes,New York
42076C7NW,yes,New York
42076E2CE,yes,New York
43077B3CE,yes,New York
42073H8CE,yes,New York
43077B1SW,no,New York
41075H3SW,no,New York
42079E1NW,yes,New York
41073F7SE,no,New York
42073H8CW,no,New York
43077B1SE,no,New York
43077B3CW,no,New York
41073F7SW,no,New York
41075H3SE,no,New York
42079E1NE,no,New York
42074E5SW,no,New York
42076B2CE,yes,New York
42074E5SE,no,New York
43076B4SW,no,New York
44073E6SE,no,New York
43075E5SE,no,New York
42075B8SW,no,New York
44073E6SW,no,New York
42075B8SE,no,New York
43075E5SW,no,New York
42076B7NE,no,New York
42075C3NE,no,New York
43076E4SW,no,New York
44073A4NW,yes,New York
42078C6CE,yes,New York
42075C3NW,yes,New York
42076B7NW,yes,New York
43076E4SE,no,New York
44073A4NE,no,New York
42078C6CW,no,New York
41073F6NW,yes,New York
41073F6NE,no,New York
44075E3NW,yes,New York
40073H2SW,no,New York
42076A2NE,no,New York
40073H2SE,no,New York
42076A2NW,yes,New York
44075E3NE,no,New York
44075A8CE,yes,New York
42074D4SW,no,New York
44075A8CW,no,New York
42077G5NE,no,New York
43075A4NE,no,New York
42077G5NW,yes,New York
43075A4NW,yes,New York
43073E6CW,no,New York
42076G3SW,no,New York
43073E6CE,yes,New York
43074D6NE,no,New York
42076G3SE,no,New York
41074F6CE,yes,New York
44073G5CW,no,New York
42075D3SE,no,New York
41074F6CW,no,New York
42075D3SW,no,New York
44073G5CE,yes,New York
44074F8NW,yes,New York
44074F8NE,no,New York
41071A8NE,no,New York
41074H2CE,yes,New York
42075C6NW,yes,New York
41074E3SW,no,New York
44074E2SW,no,New York
41074H2CW,no,New York
42075C6NE,no,New York
44074E2SE,no,New York
41074E3SE,no,New York
44075D2CE,yes,New York
43074H6NE,no,New York
43076B4NW,yes,New York
43074H6NW,yes,New York
44075D2CW,no,New York
43076B4NE,no,New York
43075E5NW,yes,New York
42073E8CE,yes,New York
43078A1CE,yes,New York
42073E8CW,no,New York
43075E5NE,no,New York
41072A1CW,no,New York
43078A1CW,no,New York
43075H7NE,no,New York
41073D7CW,no,New York
43075H7NW,yes,New York
41073D7CE,yes,New York
42074B5CE,yes,New York
42073B8NW,yes,New York
42074G5NE,no,New York
42073B8NE,no,New York
42074G5NW,yes,New York
43076G1CW,no,New York
42073H5NE,no,New York
43076G1CE,yes,New York
42073H5NW,yes,New York
42076G1SE,no,New York
43075A1CW,no,New York
43076C3SE,no,New York
43075A1CE,yes,New York
43076C3SW,no,New York
44073H5NW,yes,New York
43075H3SW,no,New York
40072H2NW,yes,New York
43075A6CE,yes,New York
44074H4CW,no,New York
44073H5NE,no,New York
40072H2NE,no,New York
43075H3SE,no,New York
43075A6CW,no,New York
42076G8SE,no,New York
43074E1SW,no,New York
42073D4NE,no,New York
43076D4SW,no,New York
42076H8SW,no,New York
43074E1SE,no,New York
42076G8SW,no,New York
42073D4NW,yes,New York
43076D4SE,no,New York
42076H8SE,no,New York
43074G2SE,no,New York
43074F8CE,yes,New York
43074F2NE,no,New York
42076G1SW,no,New York
40073F5CE,yes,New York
43074G2SW,no,New York
43074F8CW,no,New York
43074F2NW,yes,New York
40073F5CW,no,New York
43076B5CE,yes,New York
42078H4SE,no,New York
43076C5NW,yes,New York
40074G1SE,no,New York
42078H4SW,no,New York
43076B5CW,no,New York
43073C6SW,no,New York
43073A5NE,no,New York
43073C6SE,no,New York
43073A5NW,yes,New York
43073H4SE,no,New York
44075A3NW,yes,New York
43073G7CE,yes,New York
43073H4SW,no,New York
43073G7CW,no,New York
44075A3NE,no,New York
43074H3NW,yes,New York
42076H4NW,yes,New York
43074H3NE,no,New York
42076H4NE,no,New York
44073A4SE,no,New York
44075C6NE,no,New York
42078D6SE,no,New York
44073A4SW,no,New York
42078D6SW,no,New York
44075C6NW,yes,New York
44074C4SE,no,New York
42074D6NW,yes,New York
42073D6CW,no,New York
44074C4SW,no,New York
42074D6NE,no,New York
42073D6CE,yes,New York
42077F6NW,yes,New York
42073H5SW,no,New York
42073H5SE,no,New York
42075G1CE,yes,New York
42075G1CW,no,New York
42076F3SW,no,New York
42076F3SE,no,New York
42077F6NE,no,New York
44073H6CW,no,New York
42075F5CE,yes,New York
42074F1SW,no,New York
42075D3NW,yes,New York
42075F5CW,no,New York
42074F1SE,no,New York
42075D3NE,no,New York
43077C6NW,no,New York
42078H6CE,yes,New York
43074C2NE,no,New York
44075D7SE,no,New York
42078H6CW,no,New York
43074C2NW,yes,New York
44075D7SW,no,New York
44073D8NW,yes,New York
42078B3SW,no,New York
42079A3SE,no,New York
44074H6SE,no,New York
44073D8NE,no,New York
42078B3SE,no,New York
42079A3SW,no,New York
44074H6SW,no,New York
42075C8SW,no,New York
44073H6CE,yes,New York
42075C8SE,no,New York
44074E8NE,no,New York
42076C4NE,no,New York
42074G6SW,no,New York
44074E8NW,yes,New York
42076C4NW,yes,New York
42074G6SE,no,New York
42077B5CW,no,New York
42073A5NW,yes,New York
40073H4SW,no,New York
43074H3SE,no,New York
42077B5CE,yes,New York
42073A5NE,no,New York
40073H4SE,no,New York
43074H3SW,no,New York
43078C8SE,no,New York
44074C2NE,no,New York
43078C8SW,no,New York
44074C2NW,yes,New York
42074G5SW,no,New York
42074G5SE,no,New York
42073F3SE,no,New York
44073D7SW,no,New York
42078F8SE,no,New York
42073F3SW,no,New York
44073D7SE,no,New York
42078F8SW,no,New York
41074F3CE,yes,New York
41074F3CW,no,New York
43075H2CW,no,New York
44075E4NE,no,New York
44073H5SE,no,New York
42074C1NW,yes,New York
41073D6NE,no,New York
43075H3NE,no,New York
44075E4NW,yes,New York
42074C1NE,no,New York
41073D6NW,yes,New York
44073H5SW,no,New York
43075H3NW,yes,New York
43074A4CW,no,New York
43074E5CE,yes,New York
42078C4SE,no,New York
43074A4CE,yes,New York
42078C4SW,no,New York
42073F5CW,no,New York
43075H2CE,yes,New York
42073F5CE,yes,New York
42078A3SE,no,New York
43075F3NE,no,New York
44073D4NW,yes,New York
43075F3NW,yes,New York
44073D4NE,no,New York
43073A5SW,no,New York
44074H6NW,yes,New York
42075H1CW,no,New York
42074B4NW,yes,New York
44074H6NE,no,New York
43073A5SE,no,New York
42074B1CE,yes,New York
42075H1CE,yes,New York
43074D5SW,no,New York
42075C8NE,no,New York
42074A3SE,no,New York
43074D5SE,no,New York
42078A3SW,no,New York
42075C8NW,yes,New York
41078H8NW,no,New York
42079C5CW,no,New York
42076C4SW,no,New York
42076F6NE,no,New York
42079C5CE,yes,New York
42076C4SE,no,New York
43073C7CW,no,New York
44075D6CW,no,New York
43073C7CE,yes,New York
44075D6CE,yes,New York
44075F4CW,no,New York
44075C6SW,no,New York
42078C1SW,no,New York
42078D6NW,yes,New York
44075F4CE,yes,New York
42078C1SE,no,New York
42078D6NE,no,New York
44075C6SE,no,New York
41075F1CW,no,New York
42076F6NW,yes,New York
40073H7CW,no,New York
42073A8SE,no,New York
41078H8NE,no,New York
42073A8SW,no,New York
40073H7CE,yes,New York
42076F7CW,no,New York
43078A2NW,yes,New York
40074E1NW,yes,New York
42076F7CE,yes,New York
43078A2NE,no,New York
40074E1NE,no,New York
43073F3SE,no,New York
42076F1CW,no,New York
43078A3SW,no,New York
43074E6NE,no,New York
43073F6NW,yes,New York
42076F1CE,yes,New York
43073F3SW,no,New York
43078A3SE,no,New York
43075G3NE,no,New York
43073F6NE,no,New York
42079B3SE,no,New York
42079B2CW,no,New York
42076B4CW,no,New York
42077B8NW,yes,New York
42079B3SW,no,New York
42079B2CE,yes,New York
43077C1SW,no,New York
42074F1NE,no,New York
42077C1NW,yes,New York
42077C1NW,no,New York
42074F1NW,yes,New York
43077C1SE,no,New York
42077C1NE,no,New York
42077C1NE,no,New York
42077C5SW,no,New York
42075C7CW,no,New York
44073G4NW,yes,New York
42075C7CE,yes,New York
43075H1NE,no,New York
42077C5SE,no,New York
42076D7SE,no,New York
42073F8CE,yes,New York
40073H6CE,no,New York
42073G7NW,yes,New York
42074E7NE,no,New York
42074B8SE,no,New York
41073F5SE,no,New York
40073H6CW,no,New York
42073G7NE,no,New York
42073F8CW,no,New York
42077A2CE,yes,New York
42074E7NW,yes,New York
42074B8SW,no,New York
41073F5SW,no,New York
43077A7NW,yes,New York
42074B3SW,no,New York
43077A7NE,no,New York
42074B3SE,no,New York
44074F6CW,no,New York
41074D5SW,no,New York
42074G6NE,no,New York
42073G3NE,no,New York
44074F6CE,yes,New York
42073G3NW,yes,New York
41074D5SE,no,New York
40072G6NW,yes,New York
42074G8NW,yes,New York
42078H8SE,no,New York
44075D3NW,yes,New York
42074D2NE,no,New York
42077A2CW,no,New York
41073H6NW,yes,New York
42074B2CE,yes,New York
44076B3SE,no,New York
42074D2NW,yes,New York
44075D3NE,no,New York
41073H6NE,no,New York
42074B2CW,no,New York
44076B3SW,no,New York
45073A5SW,no,New York
43075G3CE,yes,New York
45073A5SE,no,New York
44075C8CE,yes,New York
42073A8NW,yes,New York
42073G8NE,no,New York
44075C8CW,no,New York
42073A8NE,no,New York
42073G8NW,yes,New York
44075A7NW,yes,New York
43078A2SE,no,New York
43076A7NW,yes,New York
43078A2SW,no,New York
44075A7NE,no,New York
43076A7NE,no,New York
44075C1SE,no,New York
43075C5CW,no,New York
41074G6SE,no,New York
44075C1SW,no,New York
43075C5CE,yes,New York
41074G6SW,no,New York
43076C2NW,yes,New York
44073D3SW,no,New York
41074E6SW,no,New York
42074C1SE,no,New York
44075A2SW,no,New York
42079A1NW,yes,New York
41074E6SE,no,New York
42074C1SW,no,New York
44075A2SE,no,New York
42079A1NE,no,New York
43073H6CE,yes,New York
42074D1NW,yes,New York
41073B4CW,no,New York
40073G4SE,no,New York
44073H6NW,yes,New York
43073H6CW,no,New York
42074D1NE,no,New York
44073H6NE,no,New York
43078C6SE,no,New York
44073C6SW,no,New York
42075F3SE,no,New York
41074B4NW,no,New York
44073C6SE,no,New York
42075F3SW,no,New York
41074B4NE,no,New York
43074A1NW,yes,New York
42075B4SW,no,New York
44075F2NW,yes,New York
41074E7SW,no,New York
42076A4SW,no,New York
44075F2NE,no,New York
43074A1NE,no,New York
42075B4SE,no,New York
42076A4SE,no,New York
41074E7SE,no,New York
43077A1SE,no,New York
44074B2CW,no,New York
42074B4SE,no,New York
44074B2CE,yes,New York
42074B4SW,no,New York
43074D5NE,no,New York
44073E5SW,no,New York
42076C5NW,yes,New York
43074D5NW,yes,New York
44074G3SW,no,New York
42076C5NE,no,New York
44073E5SE,no,New York
42076D1CW,no,New York
44074F5NE,no,New York
42076A5CE,yes,New York
44074C1SW,no,New York
41073E8NE,no,New York
42076A5CW,no,New York
42076D1CE,yes,New York
44074F5NW,yes,New York
44074C1SE,no,New York
41073E8NW,yes,New York
43076A3SW,no,New York
41075E1CE,yes,New York
43077A1SW,no,New York
43076A3SE,no,New York
43074G5CE,yes,New York
43074G5CW,no,New York
43077A4NW,yes,New York
42076C6NW,yes,New York
42073G8SW,no,New York
43077A4NE,no,New York
42076C6NE,no,New York
42073G8SE,no,New York
44074G6SE,no,New York
44074G6SW,no,New York
43075A8NW,yes,New York
42078A7CW,no,New York
42079A4SE,no,New York
43075A8NE,no,New York
42078A7CE,yes,New York
42079A4SW,no,New York
43073H5CW,no,New York
44074G4NE,no,New York
43073H5CE,yes,New York
44074G4NW,yes,New York
40073H8NE,no,New York
44075B8NE,no,New York
42078A8SW,no,New York
42078A8SE,no,New York
43074C7SE,no,New York
43075E3SE,no,New York
44073A6NW,yes,New York
43073G5SW,no,New York
41074H7NW,yes,New York
44073A6NE,no,New York
43073G5SE,no,New York
41074H7NE,no,New York
42078H3NW,yes,New York
43075C3NW,yes,New York
42078F7SW,no,New York
42077F2CE,yes,New York
42075D2SW,no,New York
42075A1SW,no,New York
43075C3NE,no,New York
42078F7SE,no,New York
42075A1SE,no,New York
42075G2NW,yes,New York
42077F2CW,no,New York
42075D2SE,no,New York
42078F5NE,no,New York
43076H2SE,no,New York
42077H1SE,no,New York
43077B4SW,no,New York
43074E8SE,no,New York
44075D4SW,no,New York
42078F5NW,yes,New York
43076H2SW,no,New York
42074H5SW,no,New York
43077B4SE,no,New York
43074E8SW,no,New York
44075D4SE,no,New York
43074G1CE,yes,New York
42076D7NE,no,New York
